# n phi cont lla lc4 lc4_b
7.400000000000001243e+00 1.819999999999999574e+01 7.463000000000000078e+00 6.809000000000000163e+00 5.738000000000000433e+00 6.030000000000000249e+00
7.600000000000001421e+00 1.819999999999999574e+01 7.463000000000000078e+00 7.057999999999999829e+00 6.182000000000000384e+00 6.474999999999999645e+00
7.800000000000001599e+00 1.819999999999999574e+01 7.463000000000000078e+00 7.275000000000000355e+00 6.552999999999999936e+00 6.844999999999999751e+00
8.000000000000001776e+00 1.819999999999999574e+01 7.463000000000000078e+00 7.378999999999999559e+00 6.722999999999999865e+00 7.014000000000000234e+00
8.200000000000002842e+00 1.819999999999999574e+01 7.463000000000000078e+00 7.391000000000000014e+00 6.732000000000000206e+00 7.022999999999999687e+00
8.400000000000002132e+00 1.819999999999999574e+01 7.463000000000000078e+00 7.395999999999999908e+00 6.733999999999999986e+00 7.027000000000000135e+00
8.600000000000001421e+00 1.819999999999999574e+01 7.463000000000000078e+00 7.402999999999999581e+00 6.730999999999999872e+00 7.022999999999999687e+00
8.800000000000002487e+00 1.819999999999999574e+01 7.463000000000000078e+00 7.410999999999999588e+00 6.717999999999999972e+00 7.011000000000000121e+00
9.000000000000003553e+00 1.819999999999999574e+01 7.463000000000000078e+00 7.419999999999999929e+00 6.693999999999999950e+00 6.987000000000000099e+00
9.200000000000002842e+00 1.819999999999999574e+01 7.463000000000000078e+00 7.429000000000000270e+00 6.655000000000000249e+00 6.948000000000000398e+00
9.400000000000002132e+00 1.819999999999999574e+01 7.463000000000000078e+00 7.437999999999999723e+00 6.597999999999999865e+00 6.891000000000000014e+00
9.600000000000003197e+00 1.819999999999999574e+01 7.463000000000000078e+00 7.447000000000000064e+00 6.519000000000000128e+00 6.812000000000000277e+00
9.800000000000004263e+00 1.819999999999999574e+01 7.463000000000000078e+00 7.453999999999999737e+00 6.415000000000000036e+00 6.706999999999999851e+00
1.000000000000000355e+01 1.819999999999999574e+01 7.463000000000000078e+00 7.458999999999999631e+00 6.277999999999999581e+00 6.570000000000000284e+00
1.020000000000000284e+01 1.819999999999999574e+01 7.463000000000000078e+00 7.459999999999999964e+00 6.097000000000000419e+00 6.389000000000000234e+00
1.040000000000000391e+01 1.819999999999999574e+01 7.463000000000000078e+00 7.456999999999999851e+00 5.857999999999999652e+00 6.152000000000000135e+00
1.060000000000000497e+01 1.819999999999999574e+01 7.463000000000000078e+00 7.448000000000000398e+00 5.548000000000000043e+00 5.841999999999999638e+00
1.080000000000000426e+01 1.819999999999999574e+01 7.463000000000000078e+00 7.429000000000000270e+00 5.161999999999999922e+00 5.456000000000000405e+00
1.100000000000000355e+01 1.819999999999999574e+01 7.463000000000000078e+00 7.399000000000000021e+00 4.698999999999999844e+00 4.990000000000000213e+00
1.120000000000000462e+01 1.819999999999999574e+01 7.463000000000000078e+00 7.355999999999999872e+00 4.171000000000000263e+00 4.453999999999999737e+00
1.140000000000000568e+01 1.819999999999999574e+01 7.463000000000000078e+00 7.298000000000000043e+00 3.597999999999999865e+00 3.874000000000000110e+00
1.160000000000000497e+01 1.819999999999999574e+01 7.463000000000000078e+00 7.227999999999999758e+00 2.983999999999999986e+00 3.267999999999999794e+00
1.180000000000000426e+01 1.819999999999999574e+01 7.463000000000000078e+00 7.145999999999999908e+00 2.330999999999999961e+00 2.623000000000000220e+00
1.200000000000000533e+01 1.819999999999999574e+01 7.463000000000000078e+00 7.054000000000000270e+00 1.659999999999999920e+00 1.953999999999999959e+00
6.000000000000000000e+00 1.839999999999999503e+01 7.663000000000000256e+00 4.565000000000000391e+00 -3.589999999999999858e-01 -5.899999999999999689e-02
6.200000000000000178e+00 1.839999999999999503e+01 7.663000000000000256e+00 4.818999999999999950e+00 5.979999999999999760e-01 8.980000000000000204e-01
6.400000000000000355e+00 1.839999999999999503e+01 7.663000000000000256e+00 5.141000000000000014e+00 2.753000000000000114e+00 3.024999999999999911e+00
6.600000000000000533e+00 1.839999999999999503e+01 7.663000000000000256e+00 5.506000000000000227e+00 3.745999999999999996e+00 3.837000000000000188e+00
6.800000000000000711e+00 1.839999999999999503e+01 7.663000000000000256e+00 5.823999999999999844e+00 3.946000000000000174e+00 4.094999999999999751e+00
7.000000000000000888e+00 1.839999999999999503e+01 7.663000000000000256e+00 6.136999999999999567e+00 4.179999999999999716e+00 4.389999999999999680e+00
7.200000000000001066e+00 1.839999999999999503e+01 7.663000000000000256e+00 6.466999999999999638e+00 4.413000000000000256e+00 4.660000000000000142e+00
7.400000000000001243e+00 1.839999999999999503e+01 7.663000000000000256e+00 6.729000000000000092e+00 4.831000000000000405e+00 5.110000000000000320e+00
7.600000000000001421e+00 1.839999999999999503e+01 7.663000000000000256e+00 7.006000000000000227e+00 5.948999999999999844e+00 6.240999999999999659e+00
7.800000000000001599e+00 1.839999999999999503e+01 7.663000000000000256e+00 7.256000000000000227e+00 6.397000000000000242e+00 6.687999999999999723e+00
8.000000000000001776e+00 1.839999999999999503e+01 7.663000000000000256e+00 7.472999999999999865e+00 6.775000000000000355e+00 7.065000000000000391e+00
8.200000000000002842e+00 1.839999999999999503e+01 7.663000000000000256e+00 7.576999999999999957e+00 6.934000000000000163e+00 7.222999999999999865e+00
8.400000000000002132e+00 1.839999999999999503e+01 7.663000000000000256e+00 7.586999999999999744e+00 6.940000000000000391e+00 7.229000000000000092e+00
8.600000000000001421e+00 1.839999999999999503e+01 7.663000000000000256e+00 7.592999999999999972e+00 6.940999999999999837e+00 7.230000000000000426e+00
8.800000000000002487e+00 1.839999999999999503e+01 7.663000000000000256e+00 7.597999999999999865e+00 6.935999999999999943e+00 7.225999999999999979e+00
9.000000000000003553e+00 1.839999999999999503e+01 7.663000000000000256e+00 7.605000000000000426e+00 6.923000000000000043e+00 7.213000000000000078e+00
9.200000000000002842e+00 1.839999999999999503e+01 7.663000000000000256e+00 7.610999999999999766e+00 6.897999999999999687e+00 7.189000000000000057e+00
9.400000000000002132e+00 1.839999999999999503e+01 7.663000000000000256e+00 7.618000000000000327e+00 6.860000000000000320e+00 7.150999999999999801e+00
9.600000000000003197e+00 1.839999999999999503e+01 7.663000000000000256e+00 7.623000000000000220e+00 6.802999999999999936e+00 7.094000000000000306e+00
9.800000000000004263e+00 1.839999999999999503e+01 7.663000000000000256e+00 7.626000000000000334e+00 6.727000000000000313e+00 7.017000000000000348e+00
1.000000000000000355e+01 1.839999999999999503e+01 7.663000000000000256e+00 7.626999999999999780e+00 6.623999999999999666e+00 6.913000000000000256e+00
1.020000000000000284e+01 1.839999999999999503e+01 7.663000000000000256e+00 7.623999999999999666e+00 6.488000000000000433e+00 6.775999999999999801e+00
1.040000000000000391e+01 1.839999999999999503e+01 7.663000000000000256e+00 7.620000000000000107e+00 6.307000000000000384e+00 6.596000000000000085e+00
1.060000000000000497e+01 1.839999999999999503e+01 7.663000000000000256e+00 7.610999999999999766e+00 6.067000000000000171e+00 6.358999999999999986e+00
1.080000000000000426e+01 1.839999999999999503e+01 7.663000000000000256e+00 7.596000000000000085e+00 5.756999999999999673e+00 6.049999999999999822e+00
1.100000000000000355e+01 1.839999999999999503e+01 7.663000000000000256e+00 7.572000000000000064e+00 5.371000000000000441e+00 5.663999999999999702e+00
1.120000000000000462e+01 1.839999999999999503e+01 7.663000000000000256e+00 7.533000000000000362e+00 4.908999999999999808e+00 5.198999999999999844e+00
1.140000000000000568e+01 1.839999999999999503e+01 7.663000000000000256e+00 7.480000000000000426e+00 4.386999999999999567e+00 4.669999999999999929e+00
1.160000000000000497e+01 1.839999999999999503e+01 7.663000000000000256e+00 7.411999999999999922e+00 3.833000000000000185e+00 4.104000000000000092e+00
1.180000000000000426e+01 1.839999999999999503e+01 7.663000000000000256e+00 7.328999999999999737e+00 3.240000000000000213e+00 3.519000000000000128e+00
1.200000000000000533e+01 1.839999999999999503e+01 7.663000000000000256e+00 7.232999999999999652e+00 2.596999999999999975e+00 2.887999999999999901e+00
6.000000000000000000e+00 1.859999999999999432e+01 7.863000000000000433e+00 4.508000000000000007e+00 -5.450000000000000400e-01 -2.459999999999999964e-01
6.200000000000000178e+00 1.859999999999999432e+01 7.863000000000000433e+00 4.764999999999999680e+00 -1.590000000000000024e-01 1.409999999999999865e-01
6.400000000000000355e+00 1.859999999999999432e+01 7.863000000000000433e+00 5.019000000000000128e+00 7.990000000000000435e-01 1.098999999999999977e+00
6.600000000000000533e+00 1.859999999999999432e+01 7.863000000000000433e+00 5.339999999999999858e+00 2.950000000000000178e+00 3.222999999999999865e+00
6.800000000000000711e+00 1.859999999999999432e+01 7.863000000000000433e+00 5.705000000000000071e+00 3.946000000000000174e+00 4.036999999999999922e+00
7.000000000000000888e+00 1.859999999999999432e+01 7.863000000000000433e+00 6.022999999999999687e+00 4.145999999999999908e+00 4.294999999999999929e+00
7.200000000000001066e+00 1.859999999999999432e+01 7.863000000000000433e+00 6.336000000000000298e+00 4.381000000000000227e+00 4.591999999999999638e+00
7.400000000000001243e+00 1.859999999999999432e+01 7.863000000000000433e+00 6.665000000000000036e+00 4.616999999999999993e+00 4.863999999999999879e+00
7.600000000000001421e+00 1.859999999999999432e+01 7.863000000000000433e+00 6.926000000000000156e+00 5.040000000000000036e+00 5.320000000000000284e+00
7.800000000000001599e+00 1.859999999999999432e+01 7.863000000000000433e+00 7.203000000000000291e+00 6.158999999999999808e+00 6.450999999999999623e+00
8.000000000000001776e+00 1.859999999999999432e+01 7.863000000000000433e+00 7.453999999999999737e+00 6.616999999999999993e+00 6.907000000000000028e+00
8.200000000000002842e+00 1.859999999999999432e+01 7.863000000000000433e+00 7.671000000000000263e+00 6.985000000000000320e+00 7.270999999999999908e+00
8.400000000000002132e+00 1.859999999999999432e+01 7.863000000000000433e+00 7.774000000000000021e+00 7.142000000000000348e+00 7.426000000000000156e+00
8.600000000000001421e+00 1.859999999999999432e+01 7.863000000000000433e+00 7.782000000000000028e+00 7.144999999999999574e+00 7.429999999999999716e+00
8.800000000000002487e+00 1.859999999999999432e+01 7.863000000000000433e+00 7.786999999999999922e+00 7.144000000000000128e+00 7.429000000000000270e+00
9.000000000000003553e+00 1.859999999999999432e+01 7.863000000000000433e+00 7.790000000000000036e+00 7.139000000000000234e+00 7.424000000000000377e+00
9.200000000000002842e+00 1.859999999999999432e+01 7.863000000000000433e+00 7.793999999999999595e+00 7.125000000000000000e+00 7.411999999999999922e+00
9.400000000000002132e+00 1.859999999999999432e+01 7.863000000000000433e+00 7.798000000000000043e+00 7.100999999999999979e+00 7.387999999999999901e+00
9.600000000000003197e+00 1.859999999999999432e+01 7.863000000000000433e+00 7.799999999999999822e+00 7.062999999999999723e+00 7.349999999999999645e+00
9.800000000000004263e+00 1.859999999999999432e+01 7.863000000000000433e+00 7.799999999999999822e+00 7.008000000000000007e+00 7.293999999999999595e+00
1.000000000000000355e+01 1.859999999999999432e+01 7.863000000000000433e+00 7.796999999999999709e+00 6.931000000000000050e+00 7.216999999999999638e+00
1.020000000000000284e+01 1.859999999999999432e+01 7.863000000000000433e+00 7.793000000000000149e+00 6.826999999999999957e+00 7.112000000000000099e+00
1.040000000000000391e+01 1.859999999999999432e+01 7.863000000000000433e+00 7.785999999999999588e+00 6.689000000000000057e+00 6.972999999999999865e+00
1.060000000000000497e+01 1.859999999999999432e+01 7.863000000000000433e+00 7.777000000000000135e+00 6.506999999999999673e+00 6.791000000000000369e+00
1.080000000000000426e+01 1.859999999999999432e+01 7.863000000000000433e+00 7.764999999999999680e+00 6.267999999999999794e+00 6.556000000000000050e+00
1.100000000000000355e+01 1.859999999999999432e+01 7.863000000000000433e+00 7.743999999999999773e+00 5.958999999999999631e+00 6.250000000000000000e+00
1.120000000000000462e+01 1.859999999999999432e+01 7.863000000000000433e+00 7.711000000000000298e+00 5.573000000000000398e+00 5.865000000000000213e+00
1.140000000000000568e+01 1.859999999999999432e+01 7.863000000000000433e+00 7.660999999999999588e+00 5.113000000000000433e+00 5.402999999999999581e+00
1.160000000000000497e+01 1.859999999999999432e+01 7.863000000000000433e+00 7.594999999999999751e+00 4.597000000000000419e+00 4.878000000000000114e+00
1.180000000000000426e+01 1.859999999999999432e+01 7.863000000000000433e+00 7.512999999999999901e+00 4.051000000000000156e+00 4.320000000000000284e+00
1.200000000000000533e+01 1.859999999999999432e+01 7.863000000000000433e+00 7.416000000000000369e+00 3.474000000000000199e+00 3.749000000000000110e+00
6.000000000000000000e+00 1.879999999999999361e+01 8.063000000000000611e+00 4.339000000000000412e+00 -7.840000000000000302e-01 -4.839999999999999858e-01
6.200000000000000178e+00 1.879999999999999361e+01 8.063000000000000611e+00 4.708000000000000185e+00 -3.459999999999999742e-01 -4.599999999999999922e-02
6.400000000000000355e+00 1.879999999999999361e+01 8.063000000000000611e+00 4.964999999999999858e+00 4.100000000000000172e-02 3.410000000000000253e-01
6.600000000000000533e+00 1.879999999999999361e+01 8.063000000000000611e+00 5.219000000000000306e+00 9.989999999999999991e-01 1.298999999999999932e+00
6.800000000000000711e+00 1.879999999999999361e+01 8.063000000000000611e+00 5.540000000000000036e+00 3.145999999999999908e+00 3.419000000000000039e+00
7.000000000000000888e+00 1.879999999999999361e+01 8.063000000000000611e+00 5.903999999999999915e+00 4.145999999999999908e+00 4.237000000000000099e+00
7.200000000000001066e+00 1.879999999999999361e+01 8.063000000000000611e+00 6.222000000000000419e+00 4.346000000000000085e+00 4.496000000000000441e+00
7.400000000000001243e+00 1.879999999999999361e+01 8.063000000000000611e+00 6.533999999999999808e+00 4.583000000000000185e+00 4.793000000000000149e+00
7.600000000000001421e+00 1.879999999999999361e+01 8.063000000000000611e+00 6.863000000000000433e+00 4.820999999999999730e+00 5.068999999999999950e+00
7.800000000000001599e+00 1.879999999999999361e+01 8.063000000000000611e+00 7.123999999999999666e+00 5.250000000000000000e+00 5.530000000000000249e+00
8.000000000000001776e+00 1.879999999999999361e+01 8.063000000000000611e+00 7.402000000000000135e+00 6.384000000000000341e+00 6.674999999999999822e+00
8.200000000000002842e+00 1.879999999999999361e+01 8.063000000000000611e+00 7.652999999999999581e+00 6.828000000000000291e+00 7.115000000000000213e+00
8.400000000000002132e+00 1.879999999999999361e+01 8.063000000000000611e+00 7.868000000000000327e+00 7.190999999999999837e+00 7.471000000000000085e+00
8.600000000000001421e+00 1.879999999999999361e+01 8.063000000000000611e+00 7.969000000000000306e+00 7.344999999999999751e+00 7.621999999999999886e+00
8.800000000000002487e+00 1.879999999999999361e+01 8.063000000000000611e+00 7.974000000000000199e+00 7.346000000000000085e+00 7.623000000000000220e+00
9.000000000000003553e+00 1.879999999999999361e+01 8.063000000000000611e+00 7.977000000000000313e+00 7.344999999999999751e+00 7.621999999999999886e+00
9.200000000000002842e+00 1.879999999999999361e+01 8.063000000000000611e+00 7.979000000000000092e+00 7.338000000000000078e+00 7.615999999999999659e+00
9.400000000000002132e+00 1.879999999999999361e+01 8.063000000000000611e+00 7.980000000000000426e+00 7.323999999999999844e+00 7.602999999999999758e+00
9.600000000000003197e+00 1.879999999999999361e+01 8.063000000000000611e+00 7.980000000000000426e+00 7.299999999999999822e+00 7.578999999999999737e+00
9.800000000000004263e+00 1.879999999999999361e+01 8.063000000000000611e+00 7.977999999999999758e+00 7.259999999999999787e+00 7.540000000000000036e+00
1.000000000000000355e+01 1.879999999999999361e+01 8.063000000000000611e+00 7.972999999999999865e+00 7.203000000000000291e+00 7.482000000000000206e+00
1.020000000000000284e+01 1.879999999999999361e+01 8.063000000000000611e+00 7.966999999999999638e+00 7.123000000000000220e+00 7.400999999999999801e+00
1.040000000000000391e+01 1.879999999999999361e+01 8.063000000000000611e+00 7.958999999999999631e+00 7.014999999999999680e+00 7.291999999999999815e+00
1.060000000000000497e+01 1.879999999999999361e+01 8.063000000000000611e+00 7.948999999999999844e+00 6.875000000000000000e+00 7.150999999999999801e+00
1.080000000000000426e+01 1.879999999999999361e+01 8.063000000000000611e+00 7.935999999999999943e+00 6.692999999999999616e+00 6.969999999999999751e+00
1.100000000000000355e+01 1.879999999999999361e+01 8.063000000000000611e+00 7.916000000000000369e+00 6.456999999999999851e+00 6.740000000000000213e+00
1.120000000000000462e+01 1.879999999999999361e+01 8.063000000000000611e+00 7.886000000000000121e+00 6.150999999999999801e+00 6.439000000000000057e+00
1.140000000000000568e+01 1.879999999999999361e+01 8.063000000000000611e+00 7.839999999999999858e+00 5.767999999999999794e+00 6.057999999999999829e+00
1.160000000000000497e+01 1.879999999999999361e+01 8.063000000000000611e+00 7.777000000000000135e+00 5.312000000000000277e+00 5.599999999999999645e+00
1.180000000000000426e+01 1.879999999999999361e+01 8.063000000000000611e+00 7.695999999999999730e+00 4.799000000000000377e+00 5.078999999999999737e+00
1.200000000000000533e+01 1.879999999999999361e+01 8.063000000000000611e+00 7.597999999999999865e+00 4.259000000000000341e+00 4.525000000000000355e+00
6.000000000000000000e+00 1.899999999999999289e+01 8.262999999999999901e+00 3.967000000000000082e+00 -1.485000000000000098e+00 -1.185000000000000053e+00
6.200000000000000178e+00 1.899999999999999289e+01 8.262999999999999901e+00 4.538000000000000256e+00 -5.839999999999999636e-01 -2.839999999999999747e-01
6.400000000000000355e+00 1.899999999999999289e+01 8.262999999999999901e+00 4.907000000000000028e+00 -1.459999999999999909e-01 1.539999999999999980e-01
6.600000000000000533e+00 1.899999999999999289e+01 8.262999999999999901e+00 5.165000000000000036e+00 2.409999999999999920e-01 5.410000000000000364e-01
6.800000000000000711e+00 1.899999999999999289e+01 8.262999999999999901e+00 5.418000000000000149e+00 1.199000000000000066e+00 1.499000000000000110e+00
7.000000000000000888e+00 1.899999999999999289e+01 8.262999999999999901e+00 5.738999999999999879e+00 3.342000000000000082e+00 3.615000000000000213e+00
7.200000000000001066e+00 1.899999999999999289e+01 8.262999999999999901e+00 6.102999999999999758e+00 4.346000000000000085e+00 4.437000000000000277e+00
7.400000000000001243e+00 1.899999999999999289e+01 8.262999999999999901e+00 6.421999999999999709e+00 4.546999999999999709e+00 4.695999999999999730e+00
7.600000000000001421e+00 1.899999999999999289e+01 8.262999999999999901e+00 6.732999999999999652e+00 4.785000000000000142e+00 4.995000000000000107e+00
7.800000000000001599e+00 1.899999999999999289e+01 8.262999999999999901e+00 7.062000000000000277e+00 5.025000000000000355e+00 5.272999999999999687e+00
8.000000000000001776e+00 1.899999999999999289e+01 8.262999999999999901e+00 7.320999999999999730e+00 5.464999999999999858e+00 5.746000000000000441e+00
8.200000000000002842e+00 1.899999999999999289e+01 8.262999999999999901e+00 7.599999999999999645e+00 6.594000000000000306e+00 6.883000000000000007e+00
8.400000000000002132e+00 1.899999999999999289e+01 8.262999999999999901e+00 7.850999999999999979e+00 7.036999999999999922e+00 7.320000000000000284e+00
8.600000000000001421e+00 1.899999999999999289e+01 8.262999999999999901e+00 8.060999999999999943e+00 7.389999999999999680e+00 7.663000000000000256e+00
8.800000000000002487e+00 1.899999999999999289e+01 8.262999999999999901e+00 8.160000000000000142e+00 7.541000000000000369e+00 7.806000000000000050e+00
9.000000000000003553e+00 1.899999999999999289e+01 8.262999999999999901e+00 8.163999999999999702e+00 7.538999999999999702e+00 7.804000000000000270e+00
9.200000000000002842e+00 1.899999999999999289e+01 8.262999999999999901e+00 8.164999999999999147e+00 7.535999999999999588e+00 7.801000000000000156e+00
9.400000000000002132e+00 1.899999999999999289e+01 8.262999999999999901e+00 8.163999999999999702e+00 7.527999999999999581e+00 7.794999999999999929e+00
9.600000000000003197e+00 1.899999999999999289e+01 8.262999999999999901e+00 8.163000000000000256e+00 7.512999999999999901e+00 7.780000000000000249e+00
9.800000000000004263e+00 1.899999999999999289e+01 8.262999999999999901e+00 8.160000000000000142e+00 7.485000000000000320e+00 7.753000000000000114e+00
1.000000000000000355e+01 1.899999999999999289e+01 8.262999999999999901e+00 8.153999999999999915e+00 7.442999999999999616e+00 7.711000000000000298e+00
1.020000000000000284e+01 1.899999999999999289e+01 8.262999999999999901e+00 8.147000000000000242e+00 7.381000000000000227e+00 7.649000000000000021e+00
1.040000000000000391e+01 1.899999999999999289e+01 8.262999999999999901e+00 8.137999999999999901e+00 7.296000000000000263e+00 7.562999999999999723e+00
1.060000000000000497e+01 1.899999999999999289e+01 8.262999999999999901e+00 8.127000000000000668e+00 7.185999999999999943e+00 7.451999999999999957e+00
1.080000000000000426e+01 1.899999999999999289e+01 8.262999999999999901e+00 8.112000000000000099e+00 7.046000000000000263e+00 7.310999999999999943e+00
1.100000000000000355e+01 1.899999999999999289e+01 8.262999999999999901e+00 8.089999999999999858e+00 6.868000000000000327e+00 7.136000000000000121e+00
1.120000000000000462e+01 1.899999999999999289e+01 8.262999999999999901e+00 8.060000000000000497e+00 6.637999999999999901e+00 6.913000000000000256e+00
1.140000000000000568e+01 1.899999999999999289e+01 8.262999999999999901e+00 8.016999999999999460e+00 6.338000000000000078e+00 6.621999999999999886e+00
1.160000000000000497e+01 1.899999999999999289e+01 8.262999999999999901e+00 7.956000000000000405e+00 5.961000000000000298e+00 6.248999999999999666e+00
1.180000000000000426e+01 1.899999999999999289e+01 8.262999999999999901e+00 7.876999999999999780e+00 5.509000000000000341e+00 5.796000000000000263e+00
1.200000000000000533e+01 1.899999999999999289e+01 8.262999999999999901e+00 7.780000000000000249e+00 4.998000000000000220e+00 5.277999999999999581e+00
6.000000000000000000e+00 1.919999999999999218e+01 8.462999999999999190e+00 3.701999999999999957e+00 -2.358000000000000096e+00 -2.057999999999999829e+00
6.200000000000000178e+00 1.919999999999999218e+01 8.462999999999999190e+00 4.166999999999999815e+00 -1.286999999999999922e+00 -9.869999999999999885e-01
6.400000000000000355e+00 1.919999999999999218e+01 8.462999999999999190e+00 4.737000000000000099e+00 -3.850000000000000089e-01 -8.500000000000000611e-02
6.600000000000000533e+00 1.919999999999999218e+01 8.462999999999999190e+00 5.105999999999999872e+00 5.399999999999999939e-02 3.539999999999999813e-01
6.800000000000000711e+00 1.919999999999999218e+01 8.462999999999999190e+00 5.363999999999999879e+00 4.410000000000000031e-01 7.409999999999999920e-01
7.000000000000000888e+00 1.919999999999999218e+01 8.462999999999999190e+00 5.618000000000000327e+00 1.399000000000000021e+00 1.699000000000000066e+00
7.200000000000001066e+00 1.919999999999999218e+01 8.462999999999999190e+00 5.939000000000000057e+00 3.532000000000000028e+00 3.806000000000000050e+00
7.400000000000001243e+00 1.919999999999999218e+01 8.462999999999999190e+00 6.301999999999999602e+00 4.544999999999999929e+00 4.636000000000000121e+00
7.600000000000001421e+00 1.919999999999999218e+01 8.462999999999999190e+00 6.621000000000000441e+00 4.746999999999999886e+00 4.897000000000000242e+00
7.800000000000001599e+00 1.919999999999999218e+01 8.462999999999999190e+00 6.932000000000000384e+00 4.987000000000000099e+00 5.198000000000000398e+00
8.000000000000001776e+00 1.919999999999999218e+01 8.462999999999999190e+00 7.261000000000000121e+00 5.230000000000000426e+00 5.479000000000000092e+00
8.200000000000002842e+00 1.919999999999999218e+01 8.462999999999999190e+00 7.519000000000000128e+00 5.674000000000000377e+00 5.955000000000000071e+00
8.400000000000002132e+00 1.919999999999999218e+01 8.462999999999999190e+00 7.798000000000000043e+00 6.802999999999999936e+00 7.089999999999999858e+00
8.600000000000001421e+00 1.919999999999999218e+01 8.462999999999999190e+00 8.047000000000000597e+00 7.243999999999999773e+00 7.519999999999999574e+00
8.800000000000002487e+00 1.919999999999999218e+01 8.462999999999999190e+00 8.246999999999999886e+00 7.578000000000000291e+00 7.839999999999999858e+00
9.000000000000003553e+00 1.919999999999999218e+01 8.462999999999999190e+00 8.349999999999999645e+00 7.719999999999999751e+00 7.969000000000000306e+00
9.200000000000002842e+00 1.919999999999999218e+01 8.462999999999999190e+00 8.352000000000000313e+00 7.713000000000000078e+00 7.961999999999999744e+00
9.400000000000002132e+00 1.919999999999999218e+01 8.462999999999999190e+00 8.351000000000000867e+00 7.709999999999999964e+00 7.959999999999999964e+00
9.600000000000003197e+00 1.919999999999999218e+01 8.462999999999999190e+00 8.348000000000000753e+00 7.700999999999999623e+00 7.951999999999999957e+00
9.800000000000004263e+00 1.919999999999999218e+01 8.462999999999999190e+00 8.343999999999999417e+00 7.682999999999999829e+00 7.934999999999999609e+00
1.000000000000000355e+01 1.919999999999999218e+01 8.462999999999999190e+00 8.339000000000000412e+00 7.652999999999999581e+00 7.905999999999999694e+00
1.020000000000000284e+01 1.919999999999999218e+01 8.462999999999999190e+00 8.330999999999999517e+00 7.607000000000000206e+00 7.860999999999999766e+00
1.040000000000000391e+01 1.919999999999999218e+01 8.462999999999999190e+00 8.320999999999999730e+00 7.541999999999999815e+00 7.796000000000000263e+00
1.060000000000000497e+01 1.919999999999999218e+01 8.462999999999999190e+00 8.307999999999999829e+00 7.455000000000000071e+00 7.708000000000000185e+00
1.080000000000000426e+01 1.919999999999999218e+01 8.462999999999999190e+00 8.291000000000000369e+00 7.344999999999999751e+00 7.597000000000000419e+00
1.100000000000000355e+01 1.919999999999999218e+01 8.462999999999999190e+00 8.266999999999999460e+00 7.208999999999999631e+00 7.459999999999999964e+00
1.120000000000000462e+01 1.919999999999999218e+01 8.462999999999999190e+00 8.234999999999999432e+00 7.038000000000000256e+00 7.293000000000000149e+00
1.140000000000000568e+01 1.919999999999999218e+01 8.462999999999999190e+00 8.191000000000000725e+00 6.815999999999999837e+00 7.081000000000000405e+00
1.160000000000000497e+01 1.919999999999999218e+01 8.462999999999999190e+00 8.132999999999999119e+00 6.525000000000000355e+00 6.801999999999999602e+00
1.180000000000000426e+01 1.919999999999999218e+01 8.462999999999999190e+00 8.055999999999999162e+00 6.155999999999999694e+00 6.440000000000000391e+00
1.200000000000000533e+01 1.919999999999999218e+01 8.462999999999999190e+00 7.958999999999999631e+00 5.708000000000000185e+00 5.993000000000000327e+00
6.000000000000000000e+00 1.939999999999999147e+01 8.663000000000000256e+00 3.527000000000000135e+00 -3.113999999999999879e+00 -2.814000000000000057e+00
6.200000000000000178e+00 1.939999999999999147e+01 8.663000000000000256e+00 3.900999999999999801e+00 -2.160000000000000142e+00 -1.860000000000000098e+00
6.400000000000000355e+00 1.939999999999999147e+01 8.663000000000000256e+00 4.365999999999999659e+00 -1.088000000000000078e+00 -7.880000000000000338e-01
6.600000000000000533e+00 1.939999999999999147e+01 8.663000000000000256e+00 4.935999999999999943e+00 -1.859999999999999987e-01 1.140000000000000041e-01
6.800000000000000711e+00 1.939999999999999147e+01 8.663000000000000256e+00 5.306000000000000050e+00 2.530000000000000027e-01 5.530000000000000471e-01
7.000000000000000888e+00 1.939999999999999147e+01 8.663000000000000256e+00 5.564000000000000057e+00 6.410000000000000142e-01 9.409999999999999476e-01
7.200000000000001066e+00 1.939999999999999147e+01 8.663000000000000256e+00 5.817999999999999616e+00 1.598000000000000087e+00 1.897999999999999909e+00
7.400000000000001243e+00 1.939999999999999147e+01 8.663000000000000256e+00 6.136999999999999567e+00 3.712000000000000188e+00 3.987999999999999989e+00
7.600000000000001421e+00 1.939999999999999147e+01 8.663000000000000256e+00 6.500000000000000000e+00 4.745000000000000107e+00 4.836000000000000298e+00
7.800000000000001599e+00 1.939999999999999147e+01 8.663000000000000256e+00 6.818999999999999950e+00 4.948000000000000398e+00 5.097999999999999865e+00
8.000000000000001776e+00 1.939999999999999147e+01 8.663000000000000256e+00 7.129999999999999893e+00 5.189000000000000057e+00 5.400000000000000355e+00
8.200000000000002842e+00 1.939999999999999147e+01 8.663000000000000256e+00 7.458999999999999631e+00 5.434000000000000163e+00 5.684000000000000163e+00
8.400000000000002132e+00 1.939999999999999147e+01 8.663000000000000256e+00 7.716999999999999638e+00 5.884000000000000341e+00 6.165000000000000036e+00
8.600000000000001421e+00 1.939999999999999147e+01 8.663000000000000256e+00 7.996000000000000441e+00 7.012999999999999901e+00 7.296000000000000263e+00
